iteration,bound,simulation_value,num_cuts_generated,wall_time_s,has_converged
339,1.3078739377949391e8,1.569986828095305e7,4,0.010612010955810547,false
340,1.3078774234651022e8,3.3685836099999994e6,1,0.004199028015136719,false
341,1.3079050857075557e8,1.1755379300732225e7,3,0.008532047271728516,false
342,1.3079260372246012e8,3.3685628890625983e6,1,0.004271030426025391,false
343,1.3079359494295125e8,2.8849312125489485e8,44,0.09479308128356934,false
344,1.3079864088930017e8,4.072063038237962e7,12,0.024084806442260742,false
345,1.3079864088930017e8,4.2073656400000155e6,1,0.004370212554931641,false
346,1.3080411155393922e8,6.1311643083655834e7,13,0.030000925064086914,false
347,1.3082156808851148e8,6.22242922863566e7,13,0.029844045639038086,false
348,1.3083180712700596e8,4.9907244620754e7,14,0.030421972274780273,false
349,1.3084089385826634e8,1.6868030597268716e7,5,0.012588977813720703,false
350,1.3084354480208081e8,1.9080151350259602e7,5,0.013473033905029297,false
351,1.308494900156754e8,3.2602546599999964e6,1,0.004252910614013672,false
352,1.3085405282353634e8,3.37285576534325e7,10,0.022443056106567383,false
353,1.3085793342676994e8,1.4897798597540587e7,4,0.011523008346557617,false
354,1.3085930145955354e8,6.7374482987422645e6,2,0.0067920684814453125,false
355,1.3086276088690986e8,2.3802470893255055e7,5,0.01287984848022461,false
356,1.3086555296697636e8,3.1819261662605256e7,7,0.017127037048339844,false
357,1.308662451025495e8,1.01233036093276e7,3,0.008896112442016602,false
358,1.3086721001876722e8,2.9319618763246402e7,8,0.02039790153503418,false
359,1.3086754155331591e8,1.012268419785811e7,3,0.008923053741455078,false
360,1.308706145131042e8,6.969528936497289e7,15,0.03501296043395996,false
361,1.3087062378339237e8,3.2602546599999964e6,1,0.0044078826904296875,false
362,1.3087368475507241e8,6.628732729999989e6,2,0.00669407844543457,false
363,1.3087750566788132e8,3.989929306632815e7,8,0.019053936004638672,false
364,1.3087978169203301e8,2.6111321051372632e7,9,0.019008159637451172,false
365,1.308800577511818e8,1.3241986313554116e8,24,0.05225396156311035,false
366,1.3088083880666266e8,2.5416258891066164e7,8,0.01857590675354004,false
367,1.3089301795482813e8,2.8380581785336062e7,9,0.02027106285095215,false
368,1.3089327658881067e8,1.6241857551018417e7,4,0.011729955673217773,false
369,1.3090259458111528e8,8.117840035255522e6,2,0.007086992263793945,false
370,1.3090533376577486e8,2.8647063059654966e7,8,0.020075082778930664,false
371,1.3091214041631564e8,8.42737997866249e6,2,0.006944894790649414,false
372,1.3091648540928501e8,1.7230140261552393e7,5,0.012637138366699219,false
373,1.3091841498079781e8,2.6787676912031963e7,9,0.02000284194946289,false
374,1.309225935846305e8,3.651542271288538e7,8,0.021193981170654297,false
375,1.3092526795135039e8,2.954806907054536e7,10,0.02215719223022461,false
376,1.3092842136388572e8,6.250949699374944e7,15,0.03421497344970703,false
377,1.3093045810674152e8,3.0241477938459158e7,7,0.016288042068481445,false
378,1.3093362922144069e8,3.099825082639937e7,8,0.019867897033691406,false
